cdl_uuid,cdl_frequency,cdl_effective_date,cdl_run_identifier,customer_id,customer_type,customer_name,customer_address,city,state,zip,phone,fax,email,customer_status,metropolitan_statistical_area_name,blocked_account,phs,party_group_code,party_group_description,party_type_code,party_type_description,party_subtype_code,party_subtype_description,party_service_code,party_service_description,br_segment,br_sub_segment,channel_name,market_normalized_name,brand_normalized_name,form_strength_normalized_name,normalized_name,competitor_flag,year,semester_number,quarter_number,month_number,week_number,transaction_timestamp,ddd_source_units,ddd_source_units_uom,ddd_units,ddd_units_uom,ddd_dollars,ddd_dot,ddd_mcg,ddd_normalized_units,ddd_normalized_units_uom,chargeback_source_units,chargeback_source_units_uom,chargeback_units,chargeback_units_uom,chargeback_dollars,chargeback_dot,chargeback_mcg,chargeback_normalized_units,chargeback_normalized_units_uom,self_reported_source_units,self_reported_source_units_uom,self_reported_units,self_reported_units_uom,self_reported_dollars,self_reported_dot,self_reported_mcg,self_reported_normalized_units,self_reported_normalized_units_uom,integrated_units,integrated_dollars,integrated_dot,integrated_mcg,integrated_normalized_units,867_source_units,867_source_units_uom,867_units,867_units_uom,867_dollars,867_dot,867_mcg,867_normalized_units,867_normalized_units_uom,phs_units,phs_dollars,phs_dot,phs_mcg,phs_normalized_units
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2014,2,3,9,39,2014-10-03T00:00:00.0000000,3,,3,,7965,0,0,12,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,3,7965,0,0,12,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2015,2,3,9,39,2015-10-02T00:00:00.0000000,2,,2,,5551.6,0,0,8,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,5551.6,0,0,8,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2019,2,3,9,39,2019-10-04T00:00:00.0000000,3,,3,,9563.3,0,0,12,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,3,9563.3,0,0,12,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2018,2,4,10,42,2018-10-19T00:00:00.0000000,3,,3,,9563.3,0,0,12,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,3,9563.3,0,0,12,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2015,2,4,10,40,2015-10-09T00:00:00.0000000,7,,7,,4857.7,0,0,7,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,7,4857.7,0,0,7,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2015,2,3,9,36,2015-09-11T00:00:00.0000000,3,,3,,2081.9,0,0,3,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,3,2081.9,0,0,3,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2018,1,1,2,5,2018-02-02T00:00:00.0000000,1,,1,,777.5,0,0,1,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,1,777.5,0,0,1,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2019,1,2,4,15,2019-04-19T00:00:00.0000000,2,,2,,1593.9,0,0,2,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,1593.9,0,0,2,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2015,2,4,11,45,2015-11-13T00:00:00.0000000,5,,5,,13879,0,0,20,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,5,13879,0,0,20,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2014,2,3,9,36,2014-09-12T00:00:00.0000000,2,,2,,1327.5,0,0,2,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,1327.5,0,0,2,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2015,2,3,7,28,2015-07-17T00:00:00.0000000,8,,8,,5551.6,0,0,8,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,8,5551.6,0,0,8,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2016,1,2,5,18,2016-05-06T00:00:00.0000000,2,,2,,1419.1,0,0,2,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,1419.1,0,0,2,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2014,2,4,11,46,2014-11-21T00:00:00.0000000,6,,6,,15930,0,0,24,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,6,15930,0,0,24,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2017,2,3,8,31,2017-08-04T00:00:00.0000000,1,,1,,3034.2,0,0,4,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,1,3034.2,0,0,4,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2016,2,3,9,37,2016-09-16T00:00:00.0000000,6,,6,,4353.2,0,0,6,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,6,4353.2,0,0,6,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2019,1,2,6,24,2019-06-21T00:00:00.0000000,3,,3,,2390.8,0,0,3,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,3,2390.8,0,0,3,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2016,1,2,5,20,2016-05-20T00:00:00.0000000,2,,2,,1419.1,0,0,2,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,1419.1,0,0,2,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2015,1,2,4,14,2015-04-10T00:00:00.0000000,9,,9,,24432.5,0,0,36,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,9,24432.5,0,0,36,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2018,1,2,5,19,2018-05-11T00:00:00.0000000,2,,2,,6220,0,0,8,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,6220,0,0,8,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2015,2,4,10,42,2015-10-23T00:00:00.0000000,4,,4,,2775.8,0,0,4,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,4,2775.8,0,0,4,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2016,1,2,4,17,2016-04-29T00:00:00.0000000,3,,3,,2128.7,0,0,3,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,3,2128.7,0,0,3,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2016,2,4,12,50,2016-12-16T00:00:00.0000000,5,,5,,3627.7,0,0,5,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,5,3627.7,0,0,5,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2018,2,3,9,35,2018-08-31T00:00:00.0000000,3,,3,,2390.8,0,0,3,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,3,2390.8,0,0,3,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2018,1,2,4,17,2018-04-27T00:00:00.0000000,1,,1,,3110,0,0,4,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,1,3110,0,0,4,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2018,2,4,12,52,2018-12-28T00:00:00.0000000,6,,6,,19126.6,0,0,24,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,6,19126.6,0,0,24,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2016,1,2,4,16,2016-04-22T00:00:00.0000000,2,,2,,1419.1,0,0,2,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,1419.1,0,0,2,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 4 ML,AVASTIN 25 VIAL 4 ML,TRUE,2018,1,1,3,9,2018-03-02T00:00:00.0000000,1,,1,,777.5,0,0,1,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,1,777.5,0,0,1,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2016,1,2,4,17,2016-04-29T00:00:00.0000000,1,,1,,2838.2,0,0,4,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,1,2838.2,0,0,4,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2016,1,2,6,24,2016-06-17T00:00:00.0000000,2,,2,,5676.5,0,0,8,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,5676.5,0,0,8,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2016,2,4,11,46,2016-11-18T00:00:00.0000000,2,,2,,5804.2,0,0,8,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,2,5804.2,0,0,8,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1005956,ACCOUNT,"HUTCHINSON CLINIC, PA",2101 N WALDRON ST,HUTCHINSON,KS,67502,620-669-2500,6206692501,,A,KS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,OPTCNTR,OUTPATIENT CENTER,MEDGRP,MEDICAL GROUP,MULTSPC_GRPRC,MULTISPECIALTY GROUP PRACTICE,Clinic,Multi-Specialty Clinic,NON RETAIL,BEVACIZUMAB-AWWB,AVASTIN,AVASTIN 25 VIAL 16 ML,AVASTIN 25 VIAL 16 ML,TRUE,2018,2,3,8,33,2018-08-17T00:00:00.0000000,1,,1,,3187.8,0,0,4,,0,,0,,0,0,0,0,,0,,0,,0,0,0,0,,1,3187.8,0,0,4,0,,0,,0,0,0,0,,0,0,0,0,0
